user_id,user_full_name,user_email,user_city,user_signup_date,user_is_subscriber,user_subscription_start_date,total_orders,delivered_orders,cancelled_orders,refunded_orders,total_food_revenue,total_revenue,avg_order_value,first_order_date,last_order_date,customer_lifetime_days,avg_delivery_minutes,late_delivery_count,user_segment
USR-0743,Amancio Granados,juan josé.tejera@example.com,Valencia,2024-06-26,f,,2,2,0,0,62.17,70.15,35.08,2024-12-31,2025-11-03,307,49.5,0,regular
USR-1551,Margarita Pinilla-Lillo,juan bautista.bellido@example.com,Barcelona,2025-06-10,t,2025-06-10,2,2,0,0,129.78,129.78,64.89,2025-07-02,2025-08-21,50,43.0,1,regular
USR-1004,Enrique Cabanillas Vallejo,lupe.alba@example.com,Valencia,2025-10-06,t,2025-10-06,1,1,0,0,30.49,30.49,30.49,2025-12-26,2025-12-26,0,83.0,1,one_time
USR-0116,Efraín Estevez Coello,susanita.samper@example.com,Madrid,2025-09-11,t,2025-09-11,1,1,0,0,65.81,65.81,65.81,2025-10-06,2025-10-06,0,68.0,1,one_time
USR-0671,Paloma Acero Armengol,rogelio.serra@example.com,Valencia,2024-06-17,t,2024-06-17,5,5,0,0,204.21,205.70,41.14,2024-09-15,2025-09-27,377,44.4,2,regular
USR-0092,Violeta Torrens Castellanos,maría.reig@example.com,Valencia,2024-02-29,f,,4,3,1,1,189.00,204.96,51.24,2024-07-03,2025-12-01,516,43.0,3,regular
USR-0830,Juan Manuel Vila Gil,encarnación.lozano@example.com,Madrid,2024-08-23,t,2024-08-23,1,1,0,0,56.13,56.13,56.13,2025-02-21,2025-02-21,0,45.0,1,one_time
USR-0322,Pilar Corbacho Menéndez,ignacia.vallejo@example.com,Valencia,2025-05-11,t,2025-05-11,3,3,0,0,136.91,136.91,45.64,2025-05-16,2025-11-20,188,51.3,3,regular
USR-1138,Aurelio Ciríaco Miguel Reguera,loreto.menendez@example.com,Madrid,2024-10-05,f,,4,4,0,0,191.39,207.35,51.84,2025-05-26,2025-12-06,194,50.5,2,regular
USR-0335,René Nebot,josé luis.priego@example.com,Madrid,2024-09-30,f,,3,2,1,1,128.22,140.19,46.73,2025-09-05,2025-12-10,96,60.5,2,regular
USR-1565,Milagros Rafaela Llamas Salvà,régulo.bermejo@example.com,Valencia,2025-01-04,f,,2,2,0,0,66.96,74.94,37.47,2025-12-25,2025-12-29,4,72.5,1,regular
USR-0674,Jenny Aranda-Pablo,octavia.diego@example.com,Valencia,2024-07-20,f,,4,4,0,0,171.73,187.69,46.92,2024-07-22,2025-11-03,469,52.8,4,regular
USR-0487,Urbano Norberto Manuel Pino,emiliano.vergara@example.com,Madrid,2024-02-20,f,,1,1,0,0,10.22,14.21,14.21,2024-03-24,2024-03-24,0,69.0,1,one_time
USR-1547,Trinidad Purificación Saura Agudo,amelia.paz@example.com,Valencia,2025-12-27,f,,2,2,0,0,55.79,63.77,31.89,2025-12-30,2025-12-31,1,48.5,2,regular
USR-0105,Severino Benet Girona,macario.hurtado@example.com,Barcelona,2025-04-13,f,,2,2,0,0,51.31,59.29,29.65,2025-08-14,2025-08-25,11,50.0,1,regular
USR-1322,Pancho de Flores,moreno.andrés@example.com,Valencia,2025-01-27,f,,5,5,0,0,197.27,217.22,43.44,2025-06-30,2025-11-03,126,48.2,3,regular
USR-1408,Tere Borrell Alcolea,amancio.llabrés@example.com,Barcelona,2024-07-14,t,2024-07-14,4,3,1,1,122.17,122.17,30.54,2024-12-26,2025-08-21,238,44.3,2,regular
USR-1319,Celestino Crespo Aguirre,luis ángel.aguilera@example.com,Valencia,2024-04-12,f,,3,3,0,0,124.58,136.55,45.52,2024-07-18,2025-06-14,331,59.3,3,regular
USR-1489,Mayte Blasco Duarte,griselda.sáez@example.com,Madrid,2025-04-12,f,,2,2,0,0,70.20,78.18,39.09,2025-08-22,2025-12-16,116,63.0,2,regular
USR-0725,Jovita Mayoral Peralta,lalo.lobato@example.com,Valencia,2025-06-05,f,,3,3,0,0,109.29,121.26,40.42,2025-06-06,2025-08-16,71,62.7,3,regular
USR-0163,Gonzalo Beltran Abellán,teófila.aparicio@example.com,Valencia,2024-10-20,t,2024-10-20,7,6,1,1,320.54,320.54,45.79,2024-10-31,2025-11-09,374,57.3,2,power_user
USR-1043,Raúl Huertas Alonso,andrés.valera@example.com,Barcelona,2024-09-10,f,,3,2,1,1,99.97,111.94,37.31,2024-09-23,2024-12-13,81,60.5,2,regular
USR-0653,María Teresa Carlos-Mosquera,anastasio.marco@example.com,Valencia,2024-11-23,f,,4,4,0,0,169.59,185.55,46.39,2024-12-11,2025-12-22,376,54.8,2,regular
USR-1098,Luis Ángel Feijoo-Moya,adoración.samper@example.com,Barcelona,2025-12-04,f,,3,3,0,0,106.12,118.09,39.36,2025-12-08,2025-12-16,8,67.0,1,regular
USR-0780,Samuel Batlle Castilla,javier.sebastián@example.com,Valencia,2024-04-25,f,,5,4,1,1,167.84,187.79,37.56,2024-06-12,2025-11-06,512,53.3,4,regular
USR-1486,Primitivo Torralba Pla,rebeca.cabañas@example.com,Valencia,2025-11-29,f,,5,4,1,1,185.44,205.39,41.08,2025-12-03,2025-12-19,16,42.0,1,regular
USR-1544,Paca Duque Cepeda,eloísa.pedrero@example.com,Barcelona,2024-01-14,f,,2,2,0,0,71.12,79.10,39.55,2024-06-11,2025-06-20,374,50.5,1,regular
USR-0007,Graciano Pavón Páez,ildefonso.bernat@example.com,Valencia,2024-07-22,f,,3,3,0,0,121.93,133.90,44.63,2025-02-13,2025-11-14,274,65.3,3,regular
USR-0442,Lorenza Batalla Iñiguez,charo.gilabert@example.com,Valencia,2025-06-17,f,,3,3,0,0,92.41,104.38,34.79,2025-07-28,2025-10-31,95,62.7,3,regular
USR-0834,Loida Fátima Querol Iglesia,teobaldo.vilaplana@example.com,Barcelona,2024-09-03,t,2024-09-03,2,2,0,0,65.06,65.06,32.53,2025-01-27,2025-09-20,236,37.5,2,regular
USR-1338,Juan Luis Robles Valverde,moreno.valenciano@example.com,Barcelona,2024-02-27,f,,2,2,0,0,127.29,135.27,67.64,2024-09-18,2025-03-01,164,67.5,1,regular
USR-0496,Candelaria Madrigal Puente,susanita.larrea@example.com,Madrid,2024-08-04,f,,5,5,0,0,236.69,256.64,51.33,2024-08-25,2025-09-05,376,54.8,4,regular
USR-1568,Nadia Torrents Huguet,hernán.río@example.com,Valencia,2024-12-20,f,,5,4,1,1,259.91,279.86,55.97,2025-01-30,2025-11-11,285,62.3,3,regular
USR-0197,Custodio Lillo Piñol,joan.antúnez@example.com,Valencia,2025-02-02,f,,2,2,0,0,62.73,70.71,35.36,2025-10-17,2025-11-09,23,54.0,2,regular
USR-1535,Guillermo Rios Samper,vito.fuertes@example.com,Barcelona,2024-07-27,f,,7,7,0,0,315.99,343.92,49.13,2024-12-03,2025-11-22,354,54.9,4,power_user
USR-1393,Timoteo Grande Porta,maristela.santamaria@example.com,Madrid,2024-05-02,f,,5,5,0,0,264.49,284.44,56.89,2024-06-04,2025-09-27,480,63.8,3,regular
USR-0138,Gema de Bernat,teresita.bonilla@example.com,Madrid,2025-04-26,t,2025-04-26,7,6,1,1,293.93,293.93,41.99,2025-05-23,2025-12-26,217,52.2,5,power_user
USR-0948,Maura Madrigal Llano,anastasia.lluch@example.com,Barcelona,2025-07-26,f,,3,3,0,0,94.15,106.12,35.37,2025-08-06,2025-11-23,109,64.7,2,regular
USR-1114,Flavia Romero Quero,cruz.cabello@example.com,Valencia,2025-03-06,f,,2,2,0,0,53.70,61.68,30.84,2025-06-24,2025-07-14,20,87.0,2,regular
USR-0240,Maristela Prats,toni.herranz@example.com,Barcelona,2025-08-29,f,,2,2,0,0,34.09,42.07,21.04,2025-10-08,2025-11-03,26,60.0,2,regular
USR-1529,Octavio Prado Rodríguez,paulino.morcillo@example.com,Madrid,2024-10-19,f,,1,1,0,0,63.93,67.92,67.92,2025-07-26,2025-07-26,0,88.0,1,one_time
USR-1100,Eli Valenzuela,bernardo.robles@example.com,Madrid,2024-05-06,f,,1,0,1,1,56.85,60.84,60.84,2024-12-25,2024-12-25,0,,0,one_time
USR-0919,Maricela Carbó Soria,nydia.porcel@example.com,Madrid,2024-07-02,f,,3,3,0,0,90.03,102.00,34.00,2025-06-16,2025-12-17,184,68.7,3,regular
USR-0652,Yéssica Valdés Adadia,yaiza.yuste@example.com,Valencia,2025-03-31,f,,4,4,0,0,122.51,138.47,34.62,2025-06-28,2025-12-07,162,60.0,2,regular
USR-1453,María Del Carmen Luís,berto.roura@example.com,Barcelona,2024-10-01,f,,3,3,0,0,150.44,162.41,54.14,2024-11-18,2025-06-16,210,56.7,2,regular
USR-1127,Herberto Parejo Ortiz,carolina.espada@example.com,Barcelona,2025-12-16,f,,1,1,0,0,9.05,13.04,13.04,2025-12-31,2025-12-31,0,77.0,1,one_time
USR-0311,Aura Zorrilla,jose francisco.yuste@example.com,Valencia,2024-06-13,f,,3,2,1,1,131.37,143.34,47.78,2025-09-12,2025-10-23,41,56.5,1,regular
USR-0567,Catalina Mireia Santos Pujol,rosa maría.quiroga@example.com,Barcelona,2025-04-04,t,2025-04-04,5,5,0,0,242.71,242.71,48.54,2025-07-01,2025-11-17,139,71.6,4,regular
USR-0667,Elisabet Alemany Avilés,valero.fuentes@example.com,Barcelona,2025-11-27,f,,7,7,0,0,237.01,264.94,37.85,2025-11-29,2025-12-31,32,43.4,4,power_user
USR-1113,Candelas del León,julie.blazquez@example.com,Valencia,2025-01-31,f,,2,2,0,0,102.89,110.87,55.44,2025-10-07,2025-11-08,32,77.0,2,regular
USR-1466,Xavier Plana Muro,nico.santos@example.com,Valencia,2024-02-17,t,2024-02-17,6,5,1,1,280.56,280.56,46.76,2024-02-28,2025-02-16,354,44.4,4,power_user
USR-1508,Pastora Fabiola Tudela Aguilar,anastasio.salom@example.com,Madrid,2025-03-19,f,,6,5,1,1,212.59,236.53,39.42,2025-03-26,2025-11-26,245,55.0,1,power_user
USR-1013,Marianela Amor Julián Expósito,graciano.marí@example.com,Valencia,2025-05-16,f,,3,3,0,0,134.64,146.61,48.87,2025-06-24,2025-09-21,89,71.7,3,regular
USR-1226,Leire Arjona Cueto,fernando.antón@example.com,Valencia,2025-06-30,f,,3,2,1,1,90.52,102.49,34.16,2025-07-02,2025-11-25,146,46.0,2,regular
USR-1539,Leoncio Domingo,norberto.dávila@example.com,Barcelona,2025-10-24,f,,5,5,0,0,252.27,272.22,54.44,2025-10-30,2025-12-10,41,76.0,5,regular
USR-1562,María Belén Hoz Martinez,emperatriz.godoy@example.com,Valencia,2024-06-12,f,,5,5,0,0,193.18,213.13,42.63,2024-12-29,2025-11-13,319,50.2,4,regular
USR-0299,Simón Gascón Iglesias,nieves.saez@example.com,Madrid,2024-10-05,f,,4,4,0,0,160.36,176.32,44.08,2025-02-26,2025-07-24,148,51.3,1,regular
USR-0173,Gabriela Adela Maldonado Iglesia,yaiza.arias@example.com,Valencia,2025-04-11,f,,2,2,0,0,84.30,92.28,46.14,2025-07-17,2025-09-05,50,67.0,2,regular
USR-1061,Heraclio de Quintana,vilma.ortega@example.com,Madrid,2025-10-09,f,,5,5,0,0,172.93,192.88,38.58,2025-10-28,2025-12-10,43,55.2,5,regular
USR-0889,Vicenta Calderón Ropero,rosa maría.cabeza@example.com,Barcelona,2025-11-15,t,2025-11-15,2,2,0,0,37.20,38.69,19.35,2025-11-26,2025-12-11,15,48.0,2,regular
USR-0139,Lorenzo Serrano Ropero,magdalena.ferreras@example.com,Barcelona,2024-12-24,f,,3,3,0,0,109.94,121.91,40.64,2025-02-22,2025-03-12,18,84.0,3,regular
USR-0737,Conrado Mir Soler,francisco jose.carnero@example.com,Madrid,2024-11-17,f,,3,3,0,0,132.72,144.69,48.23,2024-12-03,2025-08-12,252,55.7,2,regular
USR-0629,Abigaíl Palacios,teófila.amaya@example.com,Madrid,2025-03-12,t,2025-03-12,5,4,1,1,143.86,145.35,29.07,2025-09-15,2025-12-23,99,48.5,2,regular
USR-0373,Reynaldo del Paz,cecilia.toledo@example.com,Madrid,2024-03-16,f,,5,5,0,0,217.98,237.93,47.59,2024-06-02,2025-12-21,567,55.0,4,regular
USR-0568,Victor Bosch Ponce,juan josé.ballesteros@example.com,Madrid,2024-11-12,f,,1,1,0,0,27.91,31.90,31.90,2024-12-25,2024-12-25,0,48.0,0,one_time
USR-0908,Miguel Sala Pedro,herminio.vizcaíno@example.com,Valencia,2025-10-31,f,,4,2,2,2,190.17,206.13,51.53,2025-12-11,2025-12-22,11,45.5,1,regular
USR-1332,Isaac Serrano Quero,loida.cañizares@example.com,Valencia,2024-05-17,f,,6,6,0,0,224.88,248.82,41.47,2024-06-23,2025-01-17,208,54.8,4,power_user
USR-0387,Claudia Valle-Adán,bernarda.medina@example.com,Valencia,2025-10-05,t,2025-10-05,6,6,0,0,256.25,257.74,42.96,2025-10-08,2025-12-11,64,61.2,5,power_user
USR-1280,Evelia Lopez Colomer,benito.cuadrado@example.com,Valencia,2025-12-14,f,,2,1,1,1,125.00,132.98,66.49,2025-12-20,2025-12-23,3,64.0,1,regular
USR-0424,Maximiliano de Mateu,león.dueñas@example.com,Valencia,2024-04-03,f,,2,2,0,0,69.39,77.37,38.69,2025-05-28,2025-06-23,26,46.5,0,regular
USR-0190,Narcisa Muro Anaya,pascual.jerez@example.com,Madrid,2025-03-26,t,2025-03-26,3,2,1,1,102.20,102.20,34.07,2025-03-31,2025-10-19,202,45.0,1,regular
USR-0182,Urbano Sarmiento Cabo,galo.vaquero@example.com,Valencia,2025-10-08,f,,4,2,2,2,130.22,146.18,36.55,2025-10-12,2025-12-04,53,28.5,1,regular
USR-0642,Eugenia Calzada Aramburu,gervasio.sanjuan@example.com,Valencia,2025-03-30,f,,2,2,0,0,85.69,93.67,46.84,2025-04-24,2025-06-05,42,54.5,1,regular
USR-1533,Fito de Perelló,amador.bas@example.com,Barcelona,2024-10-20,f,,2,2,0,0,53.17,61.15,30.58,2025-06-18,2025-11-03,138,76.0,2,regular
USR-0034,Paola del Ramón,inés.pont@example.com,Madrid,2025-10-20,f,,3,3,0,0,44.27,56.24,18.75,2025-11-06,2025-11-25,19,62.3,3,regular
USR-0179,Manuela Santana Taboada,sol.esteban@example.com,Valencia,2025-06-14,f,,3,3,0,0,149.26,161.23,53.74,2025-10-07,2025-10-21,14,63.7,2,regular
USR-1557,Isidro Cornelio Bautista Quevedo,jordán.jordán@example.com,Madrid,2025-09-22,f,,3,2,1,1,156.30,168.27,56.09,2025-10-05,2025-11-13,39,51.0,1,regular
USR-0486,Lupe Dorotea Palomar Pomares,maría dolores.mariño@example.com,Valencia,2024-06-08,t,2024-06-08,5,4,1,1,235.93,235.93,47.19,2024-10-14,2025-04-30,198,47.5,2,regular
USR-1454,Emigdio Arteaga Bermejo,ricarda.burgos@example.com,Barcelona,2025-01-16,f,,2,2,0,0,61.06,69.04,34.52,2025-02-07,2025-05-23,105,72.0,2,regular
USR-0117,Nando Casanova,gonzalo.escrivá@example.com,Madrid,2024-07-27,f,,8,8,0,0,367.33,399.25,49.91,2024-08-31,2025-12-13,469,54.9,7,power_user
USR-1074,Anselmo Acosta-Amaya,emiliano.montoya@example.com,Barcelona,2025-11-29,f,,4,4,0,0,163.05,179.01,44.75,2025-11-29,2025-12-30,31,42.5,2,regular
USR-0508,Valentín Garzón,cloe.llabrés@example.com,Madrid,2025-04-16,f,,2,1,1,1,71.83,79.81,39.91,2025-07-21,2025-07-30,9,75.0,1,regular
USR-0234,Nacho Carballo Gallardo,caridad.rosselló@example.com,Madrid,2024-04-18,f,,3,3,0,0,120.75,132.72,44.24,2024-10-09,2025-11-27,414,43.7,0,regular
USR-0094,Constanza Alvarado Vaquero,armida.diéguez@example.com,Valencia,2024-02-21,f,,4,2,2,2,104.66,120.62,30.16,2024-04-17,2025-10-23,554,42.0,2,regular
USR-0057,Emiliana Rojas Nevado,alberto.novoa@example.com,Valencia,2025-05-12,f,,2,2,0,0,69.74,77.72,38.86,2025-08-01,2025-11-23,114,67.0,2,regular
USR-0988,Felisa de Ramírez,ezequiel.figuerola@example.com,Madrid,2025-08-12,t,2025-08-12,4,2,2,2,184.49,184.49,46.12,2025-08-29,2025-12-07,100,35.0,1,regular
USR-1058,Lope del Ordóñez,cirino.alberdi@example.com,Madrid,2024-09-12,t,2024-09-12,6,5,1,1,248.24,248.24,41.37,2024-09-16,2025-10-08,387,64.6,4,power_user
USR-1089,Delfina Piñeiro-Peñalver,cruz.roda@example.com,Madrid,2025-03-08,f,,2,2,0,0,57.59,65.57,32.79,2025-04-01,2025-10-24,206,63.0,0,regular
USR-0209,Julie Hernandez Jove,fidela.cerdán@example.com,Barcelona,2024-03-26,f,,4,4,0,0,186.32,202.28,50.57,2024-09-23,2025-10-01,373,60.8,2,regular
USR-0095,Rita de Soriano,macarena.coello@example.com,Valencia,2025-06-27,t,2025-06-27,3,3,0,0,119.51,121.00,40.33,2025-09-06,2025-12-12,97,46.0,2,regular
USR-0502,Tecla Canals Bermejo,débora.ochoa@example.com,Madrid,2024-02-13,f,,2,2,0,0,62.65,70.63,35.32,2025-04-07,2025-08-10,125,76.0,2,regular
USR-0690,Adora Gallardo-Uriarte,hilda.armengol@example.com,Madrid,2024-12-14,f,,4,3,1,1,186.64,202.60,50.65,2025-02-18,2025-08-19,182,60.0,2,regular
USR-1485,África Macarena Carro Parra,reinaldo.cañas@example.com,Valencia,2025-02-26,t,2025-02-26,3,3,0,0,118.19,118.19,39.40,2025-06-29,2025-11-21,145,54.3,2,regular
USR-0110,Gilberto Samper Pareja,virginia.ferrández@example.com,Valencia,2024-10-18,t,2024-10-18,3,3,0,0,119.41,119.41,39.80,2024-11-08,2025-07-23,257,41.7,2,regular
USR-0656,Gerónimo del Heredia,concha.salvador@example.com,Valencia,2025-12-27,f,,2,2,0,0,123.02,131.00,65.50,2025-12-30,2025-12-31,1,78.5,1,regular
USR-0121,Rogelio Armengol Agullo,carmela.serna@example.com,Barcelona,2025-10-14,f,,3,3,0,0,120.73,132.70,44.23,2025-11-15,2025-12-09,24,46.7,1,regular
USR-0124,Juanita Vaquero Domingo,luisina.domingo@example.com,Valencia,2025-12-08,f,,5,3,2,2,174.63,194.58,38.92,2025-12-09,2025-12-24,15,58.7,1,regular
USR-1251,Salomón Zaragoza Porcel,camila.pedrosa@example.com,Valencia,2024-06-28,f,,1,1,0,0,54.90,58.89,58.89,2025-07-19,2025-07-19,0,40.0,0,one_time
USR-0572,Edmundo Corral Robles,sancho.carretero@example.com,Valencia,2024-06-14,f,,2,2,0,0,50.79,58.77,29.39,2024-09-08,2025-11-23,441,66.5,2,regular
USR-0230,Candelas Ariza Sierra,lilia.llanos@example.com,Madrid,2025-08-02,f,,2,2,0,0,64.40,72.38,36.19,2025-09-13,2025-10-12,29,68.5,2,regular
USR-1550,Cirino Uribe Cazorla,guiomar.burgos@example.com,Barcelona,2025-11-30,t,2025-11-30,3,2,1,1,67.68,67.68,22.56,2025-12-06,2025-12-26,20,53.0,1,regular
USR-0550,Alba Lumbreras-Arcos,estela.morell@example.com,Valencia,2024-11-13,f,,4,4,0,0,123.92,139.88,34.97,2024-11-28,2025-12-27,394,54.0,2,regular
USR-0722,Eliseo Caballero Zabala,guiomar.porcel@example.com,Valencia,2025-06-11,t,2025-06-11,5,5,0,0,156.75,156.75,31.35,2025-07-24,2025-10-31,99,50.8,2,regular
USR-0647,Carlota Sáenz Otero,camilo.peña@example.com,Madrid,2024-04-30,f,,8,8,0,0,330.50,362.42,45.30,2024-06-06,2025-08-01,421,58.4,6,power_user
USR-0764,Vito José Luis Falcó Noguera,espiridión.herranz@example.com,Madrid,2025-02-27,f,,2,2,0,0,64.78,72.76,36.38,2025-03-18,2025-09-07,173,70.0,1,regular
USR-0726,Loreto Murillo Acero,damián.yuste@example.com,Barcelona,2025-07-30,f,,3,3,0,0,140.82,152.79,50.93,2025-08-26,2025-11-17,83,58.7,3,regular
USR-0005,Evita Jordán,nacio.peralta@example.com,Barcelona,2024-01-31,t,2024-01-31,2,1,1,1,106.59,106.59,53.30,2025-04-26,2025-07-12,77,54.0,1,regular
USR-1211,Marisa Rueda Jara,anna.alonso@example.com,Valencia,2025-05-25,f,,4,4,0,0,131.26,147.22,36.81,2025-07-01,2025-12-03,155,55.0,2,regular
USR-0602,Chelo Codina-Zamora,chus.marti@example.com,Valencia,2025-06-03,f,,1,1,0,0,68.81,72.80,72.80,2025-07-06,2025-07-06,0,39.0,0,one_time
USR-1248,Bonifacio Arjona Miguel,toribio.vidal@example.com,Valencia,2025-10-26,f,,4,4,0,0,87.91,103.87,25.97,2025-10-27,2025-12-14,48,51.3,2,regular
USR-0192,Adriana Álvarez-Perez,rosendo.mas@example.com,Barcelona,2025-07-07,t,2025-07-07,5,4,1,1,173.40,174.89,34.98,2025-08-05,2025-10-29,85,64.5,2,regular
USR-0717,Paco Ibáñez Salinas,estrella.aparicio@example.com,Barcelona,2025-07-25,f,,3,3,0,0,161.48,173.45,57.82,2025-09-05,2025-12-25,111,49.0,1,regular
USR-1148,Pastor Osvaldo Castellanos Giralt,cristóbal.riera@example.com,Valencia,2024-02-06,f,,5,4,1,1,125.33,145.28,29.06,2024-04-10,2025-12-11,610,57.5,2,regular
USR-1285,Amílcar Pancho Cantón Paniagua,valentín.reguera@example.com,Valencia,2025-03-13,t,2025-03-13,3,3,0,0,65.37,68.35,22.78,2025-12-04,2025-12-29,25,56.3,2,regular
USR-0460,Virgilio Salmerón,maría belén.briones@example.com,Barcelona,2024-04-03,f,,2,2,0,0,86.20,94.18,47.09,2024-05-29,2025-10-05,494,73.0,2,regular
USR-0626,Olimpia Esteban Rey,palmira.escamilla@example.com,Madrid,2024-07-03,f,,9,6,3,3,329.29,365.20,40.58,2024-07-06,2025-11-28,510,61.5,5,power_user
USR-0153,Diego de Escribano,juan josé.donoso@example.com,Madrid,2025-11-17,t,2025-11-17,3,3,0,0,120.50,120.50,40.17,2025-11-27,2025-12-28,31,53.0,2,regular
USR-0554,Sandra Carro Borja,anastasia.parejo@example.com,Valencia,2025-10-23,f,,1,1,0,0,49.88,53.87,53.87,2025-12-27,2025-12-27,0,57.0,0,one_time
USR-1516,Cristina Becerra,matilde.solana@example.com,Barcelona,2024-10-28,f,,5,4,1,1,124.06,144.01,28.80,2024-11-19,2025-12-09,385,57.0,4,regular
USR-1327,Roberto Anglada-Vara,dan.roman@example.com,Valencia,2025-12-08,t,2025-12-08,3,2,1,1,126.95,126.95,42.32,2025-12-11,2025-12-22,11,54.0,1,regular
USR-0027,Heraclio Bermúdez Tovar,joan.marcos@example.com,Valencia,2024-10-03,f,,2,2,0,0,84.98,92.96,46.48,2025-03-18,2025-04-04,17,71.5,2,regular
USR-1417,Fernanda Nogueira-Carballo,vasco.galindo@example.com,Barcelona,2025-01-02,f,,1,1,0,0,65.66,69.65,69.65,2025-03-31,2025-03-31,0,50.0,0,one_time
USR-0080,Nieves Arenas Somoza,isabel.oliva@example.com,Barcelona,2025-04-04,t,2025-04-04,5,5,0,0,200.46,203.44,40.69,2025-05-09,2025-09-06,120,39.4,3,regular
USR-0583,Severino Talavera Casal,manolo.rios@example.com,Madrid,2025-01-18,t,2025-01-18,4,3,1,1,160.64,160.64,40.16,2025-06-30,2025-12-05,158,60.0,3,regular
USR-0102,Ruben Prieto Canet,zaira.saavedra@example.com,Valencia,2024-09-24,t,2024-09-24,5,5,0,0,165.19,166.68,33.34,2024-11-07,2025-11-28,386,71.8,4,regular
USR-1077,Lucía de Sáez,jose luis.arce@example.com,Madrid,2025-03-27,f,,2,2,0,0,105.19,113.17,56.59,2025-12-07,2025-12-21,14,45.0,1,regular
USR-0930,Carolina Gisela Fernández Jerez,patricio.carrasco@example.com,Madrid,2025-09-01,f,,1,1,0,0,25.82,29.81,29.81,2025-12-31,2025-12-31,0,71.0,1,one_time
USR-1011,Angélica Bastida Catalá,camilo.quirós@example.com,Barcelona,2024-07-10,f,,3,3,0,0,147.84,159.81,53.27,2025-03-20,2025-12-11,266,47.7,0,regular
USR-0361,Baldomero Sanjuan Peral,albert.farré@example.com,Valencia,2024-04-12,f,,7,7,0,0,189.42,217.35,31.05,2024-04-28,2025-12-27,608,52.0,5,power_user
USR-0113,Ovidio Loreto Manrique Beltrán,edelmira.dueñas@example.com,Barcelona,2024-11-02,f,,3,2,1,1,103.79,115.76,38.59,2025-06-22,2025-12-04,165,38.5,1,regular
USR-0059,Nazaret Galan Llobet,olegario.ayala@example.com,Valencia,2025-07-16,t,2025-07-16,6,4,2,2,238.83,238.83,39.81,2025-08-15,2025-12-21,128,63.0,3,power_user
USR-1504,Teodoro Cañete Cabañas,liliana.domingo@example.com,Madrid,2025-08-25,t,2025-08-25,6,6,0,0,228.10,228.10,38.02,2025-09-01,2025-12-02,92,62.0,5,power_user
USR-1554,Apolonia Campo Caparrós,roldán.barbero@example.com,Valencia,2024-01-06,f,,2,2,0,0,95.49,103.47,51.74,2025-08-03,2025-11-10,99,66.5,2,regular
USR-1377,Valentín Bernal-Llorente,leopoldo.aznar@example.com,Valencia,2024-07-13,f,,3,3,0,0,76.87,88.84,29.61,2025-04-12,2025-12-20,252,46.0,1,regular
USR-1573,Flor Romeu Fuentes,anita.sales@example.com,Valencia,2024-10-16,t,2024-10-16,4,3,1,1,129.72,129.72,32.43,2024-11-30,2025-08-25,268,60.0,3,regular
USR-0309,Flavia Valencia Pizarro,violeta.castañeda@example.com,Madrid,2024-04-03,f,,6,6,0,0,223.88,247.82,41.30,2024-04-30,2025-10-17,535,53.7,3,power_user
USR-1475,Calixto Tomás Cabrero,domingo.mateos@example.com,Valencia,2025-09-19,t,2025-09-19,3,2,1,1,124.03,124.03,41.34,2025-10-18,2025-12-07,50,64.0,1,regular
USR-1343,Victoria Gutiérrez-Alarcón,ignacio.porras@example.com,Madrid,2024-02-03,f,,4,3,1,1,196.91,212.87,53.22,2024-12-09,2025-11-17,343,51.3,1,regular
USR-1506,Imelda Aller,valerio.aragonés@example.com,Barcelona,2024-05-17,f,,1,1,0,0,36.18,40.17,40.17,2024-08-08,2024-08-08,0,33.0,1,one_time
USR-0792,Jordán Reina Llanos,leyre.cabrero@example.com,Madrid,2024-01-12,f,,2,2,0,0,88.55,96.53,48.27,2024-02-03,2025-10-21,626,83.0,2,regular
USR-0262,Sol del Sanmartín,salud.baró@example.com,Valencia,2025-05-10,f,,2,2,0,0,56.19,64.17,32.09,2025-08-13,2025-10-09,57,72.0,2,regular
USR-0178,Ruy Correa Barrio,sofía.franch@example.com,Valencia,2024-06-29,f,,1,1,0,0,9.94,13.93,13.93,2025-01-19,2025-01-19,0,87.0,1,one_time
USR-0615,Cloe Jáuregui Gutiérrez,joel.márquez@example.com,Madrid,2024-07-23,f,,2,2,0,0,92.97,100.95,50.48,2025-01-16,2025-09-13,240,60.5,2,regular
USR-0845,Catalina Ángel-Serna,samu.gabaldón@example.com,Valencia,2024-10-08,t,2024-10-08,4,4,0,0,105.70,107.19,26.80,2024-10-30,2025-12-12,408,67.5,4,regular
USR-0765,Águeda Villalobos Pujadas,mónica.manzanares@example.com,Barcelona,2024-04-12,f,,2,2,0,0,54.81,62.79,31.40,2024-06-23,2025-03-11,261,62.0,2,regular
USR-0479,Ainoa Torrijos Roldán,blanca.gonzalo@example.com,Madrid,2024-05-26,f,,3,3,0,0,106.81,118.78,39.59,2024-07-09,2025-09-29,447,69.7,2,regular
USR-0357,Alba Arroyo-Escolano,tatiana.peralta@example.com,Barcelona,2025-07-08,t,2025-07-08,4,4,0,0,129.71,129.71,32.43,2025-07-29,2025-11-09,103,57.3,3,regular
USR-0821,Noelia del Pedrero,silvia.angulo@example.com,Madrid,2025-10-23,f,,2,2,0,0,80.22,88.20,44.10,2025-11-19,2025-12-14,25,38.5,2,regular
