order_id,user_id,restaurant_id,payment_id,delivery_id,order_datetime,order_date,order_year,order_month,order_status,refund_reason,user_full_name,user_email,user_city,user_signup_date,user_is_subscriber,user_subscription_start_date,restaurant_name,cuisine_type,restaurant_city,restaurant_tier,restaurant_avg_rating,restaurant_commission_rate,payment_method,payment_status,currency,food_amount,delivery_fee,total_amount,courier_id,distance_km,estimated_delivery_minutes,pickup_time,delivered_time,delivery_status,actual_delivery_minutes,restaurant_commission_amount,restaurant_payout_amount,is_delivered_order,is_cancelled_order,is_refunded_payment,is_late_delivery,has_subscription_before_signup,has_delivered_before_pickup,has_invalid_delivery_duration,has_unusual_delivery_duration,has_data_quality_issue
ORD-002846,USR-0088,RES-0025,PAY-002846,DEL-002846,2025-12-10 11:20:00,2025-12-10,2025,12,delivered,,Candelas Felicidad Aznar Bermudez,xavier.guijarro@example.com,Madrid,2024-09-28,f,,"Valderrama, Porcel and Rovira",valencian,Madrid,medium,4.10,0.20,apple_pay,paid,EUR,13.73,3.99,17.72,CUR-0138,3.60,44,2025-12-10 11:29:00,2025-12-10 12:17:00,delivered,48,2.75,10.98,t,f,f,t,f,f,f,f,f
ORD-002847,USR-0158,RES-0079,PAY-002847,DEL-002847,2025-12-20 12:50:00,2025-12-20,2025,12,delivered,,Nilo del Hernando,florencia.miró@example.com,Barcelona,2024-10-29,f,,"Jáuregui, Yuste and Oller",japanese,Barcelona,medium,4.50,0.20,card,paid,EUR,37.08,3.99,41.07,CUR-0236,2.80,40,2025-12-20 13:07:00,2025-12-20 13:43:00,delivered,36,7.42,29.66,t,f,f,f,f,f,f,f,f
ORD-002848,USR-0397,RES-0067,PAY-002848,DEL-002848,2024-05-28 22:31:00,2024-05-28,2024,5,delivered,,Anabel de Peláez,lucía.torrecilla@example.com,Barcelona,2024-05-24,f,,Canet-Mate,mediterranean,Barcelona,small_local,4.00,0.15,google_pay,paid,EUR,17.70,3.99,21.69,CUR-0072,4.40,47,2024-05-28 22:43:00,2024-05-28 23:32:00,delivered,49,2.66,15.05,t,f,f,t,f,f,f,f,f
ORD-002849,USR-0174,RES-0063,PAY-002849,DEL-002849,2025-09-02 22:07:00,2025-09-02,2025,9,delivered,,María José Reyes Sainz,teodora.real@example.com,Valencia,2025-08-12,t,2025-08-12,Arce PLC,mediterranean,Valencia,small_local,4.30,0.15,apple_pay,paid,EUR,20.08,0.00,20.08,CUR-0114,2.60,31,2025-09-02 22:23:00,2025-09-02 22:56:00,delivered,33,3.01,17.07,t,f,f,t,f,f,f,f,f
ORD-002850,USR-0389,RES-0035,PAY-002850,DEL-002850,2024-04-17 21:52:00,2024-04-17,2024,4,delivered,,Ramón de Vilalta,cipriano.arenas@example.com,Valencia,2024-02-04,f,,"Mir, Hierro and Querol",mexican,Valencia,medium,4.20,0.20,card,paid,EUR,12.20,3.99,16.19,CUR-0145,3.80,42,2024-04-17 22:01:00,2024-04-17 22:50:00,delivered,49,2.44,9.76,t,f,f,t,f,f,f,f,f
ORD-002851,USR-1441,RES-0013,PAY-002851,DEL-002851,2025-12-20 12:28:00,2025-12-20,2025,12,delivered,,Rufina del Bustamante,juliana.ropero@example.com,Barcelona,2025-11-18,t,2025-11-18,"Campoy, Toledo and Bru",mexican,Barcelona,medium,4.60,0.20,paypal,paid,EUR,64.91,0.00,64.91,CUR-0218,8.00,70,2025-12-20 12:45:00,2025-12-20 13:58:00,delivered,73,12.98,51.93,t,f,f,t,f,f,f,f,f
ORD-002852,USR-1231,RES-0004,PAY-002852,DEL-002852,2025-12-27 17:47:00,2025-12-27,2025,12,delivered,,Fabricio Lucena Iglesias,emilia.vicente@example.com,Valencia,2025-12-15,f,,Mir and Sons,mediterranean,Valencia,medium,4.60,0.20,paypal,paid,EUR,25.44,3.99,29.43,CUR-0236,9.30,73,2025-12-27 17:55:00,2025-12-27 19:03:00,delivered,68,5.09,20.35,t,f,f,f,f,f,f,f,f
ORD-002853,USR-1256,RES-0044,PAY-002853,DEL-002853,2025-10-28 14:02:00,2025-10-28,2025,10,delivered,,Ana Belén de Vazquez,cándida.tomás@example.com,Valencia,2025-09-18,t,2025-09-18,Nebot LLC,mexican,Valencia,small_local,3.80,0.15,apple_pay,paid,EUR,19.28,0.00,19.28,CUR-0098,1.00,21,2025-10-28 14:21:00,2025-10-28 14:59:00,delivered,38,2.89,16.39,t,f,f,t,f,f,f,f,f
ORD-002854,USR-0798,RES-0011,PAY-002854,DEL-002854,2025-03-24 16:37:00,2025-03-24,2025,3,delivered,,Xavier Álvaro Valls,jose miguel.lorenzo@example.com,Madrid,2024-08-12,f,,"Tomé, Rios and Múñiz",italian,Madrid,premium,4.30,0.25,apple_pay,paid,EUR,54.32,3.99,58.31,CUR-0058,3.40,43,2025-03-24 16:56:00,2025-03-24 17:43:00,delivered,47,13.58,40.74,t,f,f,t,f,f,f,f,f
ORD-002855,USR-1095,RES-0041,PAY-002855,DEL-002855,2025-12-13 17:15:00,2025-12-13,2025,12,delivered,,Narciso Tejedor Pintor,leyre.llobet@example.com,Madrid,2025-09-16,f,,Barroso LLC,spanish,Madrid,medium,4.80,0.20,apple_pay,paid,EUR,8.26,3.99,12.25,CUR-0027,3.00,34,2025-12-13 17:33:00,2025-12-13 18:09:00,delivered,36,1.65,6.61,t,f,f,t,f,f,f,f,f
ORD-002856,USR-0091,RES-0036,PAY-002856,DEL-002856,2025-10-27 09:57:00,2025-10-27,2025,10,delivered,,Catalina Porta,dimas.mur@example.com,Barcelona,2024-06-07,t,2024-06-07,Palomares-Rincón,asian fusion,Barcelona,small_local,3.80,0.15,google_pay,paid,EUR,57.44,0.00,57.44,CUR-0105,9.30,70,2025-10-27 10:05:00,2025-10-27 11:22:00,delivered,77,8.62,48.82,t,f,f,t,f,f,f,f,f
ORD-002857,USR-0777,RES-0034,PAY-002857,DEL-002857,2025-12-24 11:04:00,2025-12-24,2025,12,delivered,,José María Valero Méndez,albino.escrivá@example.com,Valencia,2024-12-09,f,,Delgado PLC,mexican,Valencia,medium,4.20,0.20,google_pay,paid,EUR,25.69,3.99,29.68,CUR-0081,3.50,38,2025-12-24 11:23:00,2025-12-24 12:03:00,delivered,40,5.14,20.55,t,f,f,t,f,f,f,f,f
ORD-002858,USR-1183,RES-0071,PAY-002858,DEL-002858,2024-11-02 16:12:00,2024-11-02,2024,11,delivered,,Felicidad Santamaria,cayetano.andrés@example.com,Barcelona,2024-04-21,t,2024-04-21,Agustí Ltd,asian fusion,Barcelona,medium,4.10,0.20,google_pay,paid,EUR,54.20,0.00,54.20,CUR-0031,8.90,61,2024-11-02 16:28:00,2024-11-02 18:01:00,delivered,93,10.84,43.36,t,f,f,t,f,f,f,f,f
ORD-002859,USR-0793,RES-0085,PAY-002859,DEL-002859,2025-12-31 14:05:00,2025-12-31,2025,12,delivered,,Miguel Ángel Reina Plaza,clímaco.costa@example.com,Valencia,2025-12-10,t,2025-12-10,Aguirre-Fernández,spanish,Valencia,medium,4.40,0.20,apple_pay,paid,EUR,18.72,0.00,18.72,CUR-0163,5.80,48,2025-12-31 14:20:00,2025-12-31 15:08:00,delivered,48,3.74,14.98,t,f,f,f,f,f,f,f,f
ORD-002860,USR-1094,RES-0009,PAY-002860,DEL-002860,2025-12-22 21:08:00,2025-12-22,2025,12,cancelled,wrong_items,Sabas del Sola,maría ángeles.canals@example.com,Barcelona,2024-03-11,f,,Ros-Coronado,spanish,Barcelona,medium,3.90,0.20,google_pay,refunded,EUR,57.06,3.99,61.05,CUR-0049,4.70,48,,,cancelled,,11.41,45.65,f,t,t,f,f,f,f,f,f
ORD-002861,USR-1237,RES-0048,PAY-002861,DEL-002861,2025-11-08 16:19:00,2025-11-08,2025,11,delivered,,Ciriaco Montalbán Agustín,julio césar.bastida@example.com,Valencia,2025-09-08,t,2025-09-08,"Nebot, Escrivá and Quintana",japanese,Valencia,small_local,4.70,0.15,paypal,paid,EUR,64.26,0.00,64.26,CUR-0165,4.70,53,2025-11-08 16:34:00,2025-11-08 17:31:00,delivered,57,9.64,54.62,t,f,f,t,f,f,f,f,f
ORD-002862,USR-1485,RES-0074,PAY-002862,DEL-002862,2025-11-21 13:21:00,2025-11-21,2025,11,delivered,,África Macarena Carro Parra,reinaldo.cañas@example.com,Valencia,2025-02-26,t,2025-02-26,"Nicolau, Moliner and Escalona",mediterranean,Valencia,small_local,4.90,0.15,paypal,paid,EUR,57.83,0.00,57.83,CUR-0169,7.80,69,2025-11-21 13:35:00,2025-11-21 15:09:00,delivered,94,8.67,49.16,t,f,f,t,f,f,f,f,f
ORD-002863,USR-1216,RES-0049,PAY-002863,DEL-002863,2025-06-04 15:09:00,2025-06-04,2025,6,delivered,,Candelaria Valls,luisina.mariño@example.com,Valencia,2024-01-20,f,,"Mir, Arroyo and Durán",asian fusion,Valencia,small_local,4.40,0.15,google_pay,paid,EUR,12.23,3.99,16.22,CUR-0226,5.60,60,2025-06-04 15:22:00,2025-06-04 16:29:00,delivered,67,1.83,10.40,t,f,f,t,f,f,f,f,f
ORD-002864,USR-0102,RES-0037,PAY-002864,DEL-002864,2025-11-28 18:20:00,2025-11-28,2025,11,delivered,,Ruben Prieto Canet,zaira.saavedra@example.com,Valencia,2024-09-24,t,2024-09-24,"Salamanca, Valentín and Murillo",mediterranean,Valencia,small_local,4.70,0.15,card,paid,EUR,10.30,1.49,11.79,CUR-0036,7.30,59,2025-11-28 18:38:00,2025-11-28 20:09:00,delivered,91,1.55,8.76,t,f,f,t,f,f,f,f,f
ORD-002865,USR-0123,RES-0047,PAY-002865,DEL-002865,2025-09-16 09:45:00,2025-09-16,2025,9,delivered,,Guadalupe Ricart Hervás,ceferino.cases@example.com,Barcelona,2025-07-28,t,2025-07-28,Rojas-Navarrete,valencian,Barcelona,medium,4.20,0.20,google_pay,paid,EUR,27.14,0.00,27.14,CUR-0021,5.90,59,2025-09-16 10:05:00,2025-09-16 11:09:00,delivered,64,5.43,21.71,t,f,f,t,f,f,f,f,f
ORD-002866,USR-0484,RES-0026,PAY-002866,DEL-002866,2025-08-24 10:49:00,2025-08-24,2025,8,cancelled,late_delivery,Hilda Mora Jurado,teresa.lledó@example.com,Valencia,2024-11-28,f,,Paniagua-Pinedo,japanese,Valencia,premium,4.00,0.25,paypal,refunded,EUR,16.81,3.99,20.80,CUR-0047,0.70,37,,,cancelled,,4.20,12.61,f,t,t,f,f,f,f,f,f
ORD-002867,USR-0767,RES-0057,PAY-002867,DEL-002867,2025-06-26 15:46:00,2025-06-26,2025,6,delivered,,Susanita Corbacho,moisés.vara@example.com,Madrid,2025-02-20,f,,Estrada-Coll,japanese,Madrid,medium,4.30,0.20,apple_pay,paid,EUR,35.46,3.99,39.45,CUR-0075,6.70,52,2025-06-26 16:01:00,2025-06-26 15:51:00,delivered,52,7.09,28.37,t,f,f,f,f,t,t,f,t
ORD-002868,USR-0639,RES-0010,PAY-002868,DEL-002868,2025-03-27 21:48:00,2025-03-27,2025,3,delivered,,Juanito Moll-Girona,obdulia.vall@example.com,Valencia,2025-01-05,f,,Verdugo PLC,italian,Valencia,small_local,3.90,0.15,google_pay,paid,EUR,53.35,3.99,57.34,CUR-0109,4.00,35,2025-03-27 22:06:00,2025-03-27 23:02:00,delivered,56,8.00,45.35,t,f,f,t,f,f,f,f,f
ORD-002869,USR-1257,RES-0066,PAY-002869,DEL-002869,2024-07-02 22:11:00,2024-07-02,2024,7,delivered,,Omar Llorens Cañas,edu.company@example.com,Barcelona,2024-04-16,f,,Catalán Group,mediterranean,Barcelona,medium,4.40,0.20,card,paid,EUR,12.54,3.99,16.53,CUR-0198,5.00,43,2024-07-02 22:22:00,2024-07-02 23:13:00,delivered,51,2.51,10.03,t,f,f,t,f,f,f,f,f
ORD-002870,USR-0820,RES-0010,PAY-002870,DEL-002870,2025-05-21 20:07:00,2025-05-21,2025,5,delivered,,Prudencia Vargas,juan antonio.marti@example.com,Valencia,2024-07-03,f,,Verdugo PLC,italian,Valencia,small_local,3.90,0.15,google_pay,paid,EUR,49.35,3.99,53.34,CUR-0226,9.10,73,2025-05-21 20:20:00,2025-05-21 21:39:00,delivered,79,7.40,41.95,t,f,f,t,f,f,f,f,f
ORD-002871,USR-0232,RES-0039,PAY-002871,DEL-002871,2025-07-03 16:33:00,2025-07-03,2025,7,delivered,,Atilio Coronado,guadalupe.benavent@example.com,Madrid,2025-01-03,f,,"Iborra, Vega and Sarabia",asian fusion,Madrid,medium,4.30,0.20,paypal,paid,EUR,20.40,3.99,24.39,CUR-0127,5.80,63,2025-07-03 16:51:00,2025-07-03 17:49:00,delivered,58,4.08,16.32,t,f,f,f,f,f,f,f,f
ORD-002872,USR-0150,RES-0035,PAY-002872,DEL-002872,2025-12-02 15:51:00,2025-12-02,2025,12,delivered,,Ángela Villanueva Fiol,florencio.corominas@example.com,Valencia,2024-07-13,f,,"Mir, Hierro and Querol",mexican,Valencia,medium,4.20,0.20,card,paid,EUR,60.88,3.99,64.87,CUR-0051,3.50,49,2025-12-02 16:07:00,2025-12-02 16:56:00,delivered,49,12.18,48.70,t,f,f,f,f,f,f,f,f
ORD-002873,USR-0337,RES-0042,PAY-002873,DEL-002873,2025-12-14 16:08:00,2025-12-14,2025,12,delivered,,Edelmira Dalmau Berenguer,jimena.jara@example.com,Barcelona,2025-11-06,f,,"Gual, Paredes and Quirós",mexican,Barcelona,small_local,4.10,0.15,card,paid,EUR,23.76,3.99,27.75,CUR-0223,7.20,65,2025-12-14 16:18:00,2025-12-14 17:21:00,delivered,63,3.56,20.20,t,f,f,f,f,f,f,f,f
ORD-002874,USR-0907,RES-0023,PAY-002874,DEL-002874,2024-12-02 14:22:00,2024-12-02,2024,12,delivered,,Salomón Valera Soler,máximo.blanca@example.com,Barcelona,2024-08-19,f,,Aragonés Inc,spanish,Barcelona,small_local,4.50,0.15,card,paid,EUR,14.15,3.99,18.14,CUR-0090,6.10,53,2024-12-02 14:41:00,2024-12-02 15:29:00,delivered,48,2.12,12.03,t,f,f,f,f,f,f,f,f
ORD-002875,USR-1352,RES-0026,PAY-002875,DEL-002875,2025-12-25 15:56:00,2025-12-25,2025,12,delivered,,Geraldo del Alba,alcides.porcel@example.com,Valencia,2025-01-30,t,2025-01-30,Paniagua-Pinedo,japanese,Valencia,premium,4.00,0.25,card,paid,EUR,36.74,0.00,36.74,CUR-0017,1.20,30,2025-12-25 16:13:00,2025-12-25 16:40:00,delivered,27,9.19,27.56,t,f,f,f,f,f,f,f,f
ORD-002876,USR-0121,RES-0042,PAY-002876,DEL-002876,2025-11-22 11:37:00,2025-11-22,2025,11,delivered,,Rogelio Armengol Agullo,carmela.serna@example.com,Barcelona,2025-10-14,f,,"Gual, Paredes and Quirós",mexican,Barcelona,small_local,4.10,0.15,google_pay,paid,EUR,61.53,3.99,65.52,CUR-0008,7.50,56,2025-11-22 11:48:00,2025-11-22 12:51:00,delivered,63,9.23,52.30,t,f,f,t,f,f,f,f,f
ORD-002877,USR-0828,RES-0040,PAY-002877,DEL-002877,2025-06-19 22:51:00,2025-06-19,2025,6,delivered,,Efraín Nicolau,patricio.millán@example.com,Valencia,2024-11-01,f,,"Agustín, Pablo and Díez",asian fusion,Valencia,medium,3.90,0.20,apple_pay,paid,EUR,49.14,3.99,53.13,CUR-0225,8.00,63,2025-06-19 23:04:00,2025-06-20 00:11:00,delivered,67,9.83,39.31,t,f,f,t,f,f,f,f,f
ORD-002878,USR-0091,RES-0042,PAY-002878,DEL-002878,2024-12-13 16:48:00,2024-12-13,2024,12,delivered,,Catalina Porta,dimas.mur@example.com,Barcelona,2024-06-07,t,2024-06-07,"Gual, Paredes and Quirós",mexican,Barcelona,small_local,4.10,0.15,card,paid,EUR,45.05,0.00,45.05,CUR-0058,7.80,56,2024-12-13 17:05:00,2024-12-13 18:13:00,delivered,68,6.76,38.29,t,f,f,t,f,f,f,f,f
ORD-002879,USR-0359,RES-0041,PAY-002879,DEL-002879,2024-09-20 09:56:00,2024-09-20,2024,9,delivered,,Anabel de Tur,esperanza.vera@example.com,Madrid,2024-08-20,f,,Barroso LLC,spanish,Madrid,medium,4.80,0.20,paypal,paid,EUR,38.67,3.99,42.66,CUR-0213,4.80,54,2024-09-20 10:15:00,2024-09-20 11:20:00,delivered,65,7.73,30.94,t,f,f,t,f,f,f,f,f
ORD-002880,USR-1231,RES-0032,PAY-002880,DEL-002880,2025-12-26 22:30:00,2025-12-26,2025,12,delivered,,Fabricio Lucena Iglesias,emilia.vicente@example.com,Valencia,2025-12-15,f,,Pareja LLC,valencian,Valencia,small_local,4.10,0.15,paypal,paid,EUR,40.09,3.99,44.08,CUR-0236,9.10,72,2025-12-26 22:44:00,2025-12-27 00:01:00,delivered,77,6.01,34.08,t,f,f,t,f,f,f,f,f
ORD-002881,USR-0309,RES-0012,PAY-002881,DEL-002881,2024-06-21 09:33:00,2024-06-21,2024,6,delivered,,Flavia Valencia Pizarro,violeta.castañeda@example.com,Madrid,2024-04-03,f,,Linares LLC,asian fusion,Madrid,medium,3.80,0.20,apple_pay,paid,EUR,60.62,3.99,64.61,CUR-0051,5.00,59,2024-06-21 09:42:00,2024-06-21 10:38:00,delivered,56,12.12,48.50,t,f,f,f,f,f,f,f,f
ORD-002882,USR-1358,RES-0025,PAY-002882,DEL-002882,2024-11-30 15:19:00,2024-11-30,2024,11,delivered,,Dani Cobos,ainoa.porta@example.com,Madrid,2024-08-17,f,,"Valderrama, Porcel and Rovira",valencian,Madrid,medium,4.10,0.20,card,paid,EUR,18.72,3.99,22.71,CUR-0124,5.30,55,2024-11-30 15:27:00,2024-11-30 16:24:00,delivered,57,3.74,14.98,t,f,f,t,f,f,f,f,f
ORD-002883,USR-1073,RES-0052,PAY-002883,DEL-002883,2025-08-04 18:23:00,2025-08-04,2025,8,delivered,,Lino Gaya Arévalo,jordán.corominas@example.com,Madrid,2025-08-02,f,,Jiménez LLC,mediterranean,Madrid,medium,4.00,0.20,paypal,paid,EUR,60.73,3.99,64.72,CUR-0203,3.80,48,2025-08-04 18:43:00,2025-08-04 19:38:00,delivered,55,12.15,48.58,t,f,f,t,f,f,f,f,f
ORD-002884,USR-0329,RES-0025,PAY-002884,DEL-002884,2025-10-01 10:01:00,2025-10-01,2025,10,delivered,,Soledad Moraleda,leoncio.barroso@example.com,Madrid,2025-03-01,f,,"Valderrama, Porcel and Rovira",valencian,Madrid,medium,4.10,0.20,paypal,paid,EUR,53.09,3.99,57.08,CUR-0228,3.40,39,2025-10-01 10:20:00,2025-10-01 11:04:00,delivered,44,10.62,42.47,t,f,f,t,f,f,f,f,f
ORD-002885,USR-0899,RES-0074,PAY-002885,DEL-002885,2025-10-21 21:29:00,2025-10-21,2025,10,cancelled,late_delivery,Isaías Posada Orozco,olegario.urrutia@example.com,Valencia,2025-05-29,f,,"Nicolau, Moliner and Escalona",mediterranean,Valencia,small_local,4.90,0.15,card,refunded,EUR,26.45,3.99,30.44,CUR-0076,4.50,40,,,cancelled,,3.97,22.48,f,t,t,f,f,f,f,f,f
ORD-002886,USR-0046,RES-0031,PAY-002886,DEL-002886,2025-11-30 23:09:00,2025-11-30,2025,11,delivered,,Lara Casals Reina,lucas.barco@example.com,Madrid,2025-10-18,f,,Guitart-Torrijos,mexican,Madrid,small_local,4.90,0.15,apple_pay,paid,EUR,33.80,3.99,37.79,CUR-0129,0.90,34,2025-11-30 23:25:00,2025-12-01 00:05:00,delivered,40,5.07,28.73,t,f,f,t,f,f,f,f,f
ORD-002887,USR-0347,RES-0083,PAY-002887,DEL-002887,2025-08-10 11:57:00,2025-08-10,2025,8,delivered,,Gabriela Arnau-Paniagua,manuela.pereira@example.com,Valencia,2024-05-09,f,,"Baró, Benavente and Coronado",mexican,Valencia,medium,4.30,0.20,paypal,paid,EUR,49.26,3.99,53.25,CUR-0039,5.40,45,2025-08-10 12:17:00,2025-08-10 13:04:00,delivered,47,9.85,39.41,t,f,f,t,f,f,f,f,f
ORD-002888,USR-0254,RES-0053,PAY-002888,DEL-002888,2025-12-13 13:11:00,2025-12-13,2025,12,delivered,,Hipólito Guzman,josé mari.barba@example.com,Valencia,2025-12-09,t,2025-12-09,"Gomila, Roma and Castells",mexican,Valencia,medium,4.80,0.20,paypal,paid,EUR,15.95,0.00,15.95,CUR-0012,2.40,44,2025-12-13 13:31:00,2025-12-13 14:12:00,delivered,41,3.19,12.76,t,f,f,f,f,f,f,f,f
ORD-002889,USR-1125,RES-0044,PAY-002889,DEL-002889,2025-09-22 19:32:00,2025-09-22,2025,9,delivered,,Paca Escolano Pablo,chus.llobet@example.com,Valencia,2025-08-23,f,,Nebot LLC,mexican,Valencia,small_local,3.80,0.15,google_pay,paid,EUR,27.50,3.99,31.49,CUR-0095,5.20,42,2025-09-22 19:40:00,2025-09-22 20:18:00,delivered,38,4.13,23.38,t,f,f,f,f,f,f,f,f
ORD-002890,USR-0247,RES-0043,PAY-002890,DEL-002890,2025-12-24 19:38:00,2025-12-24,2025,12,cancelled,customer_complaint,Leoncio de Blanca,amanda.arias@example.com,Valencia,2025-12-19,f,,Soler-Álamo,spanish,Valencia,premium,3.90,0.25,card,refunded,EUR,57.50,3.99,61.49,CUR-0149,1.00,36,,,cancelled,,14.38,43.13,f,t,t,f,f,f,f,f,f
ORD-002891,USR-1002,RES-0029,PAY-002891,DEL-002891,2024-10-25 10:22:00,2024-10-25,2024,10,delivered,,Inmaculada Puerta Flores,natividad.mena@example.com,Madrid,2024-06-12,f,,Alcázar-Prats,mexican,Madrid,premium,4.60,0.25,apple_pay,paid,EUR,34.11,3.99,38.10,CUR-0175,2.70,43,2024-10-25 10:40:00,2024-10-25 11:57:00,delivered,77,8.53,25.58,t,f,f,t,f,f,f,f,f
ORD-002892,USR-0980,RES-0008,PAY-002892,DEL-002892,2025-11-01 15:29:00,2025-11-01,2025,11,delivered,,Luisina Cáceres Arteaga,eric.coloma@example.com,Barcelona,2025-08-31,f,,Palacio-Pujadas,valencian,Barcelona,small_local,3.80,0.15,card,paid,EUR,11.07,3.99,15.06,CUR-0023,7.90,56,2025-11-01 15:47:00,2025-11-01 16:44:00,delivered,57,1.66,9.41,t,f,f,t,f,f,f,f,f
ORD-002893,USR-0589,RES-0023,PAY-002893,DEL-002893,2025-05-24 12:38:00,2025-05-24,2025,5,delivered,,Carlota Vizcaíno,clementina.cañete@example.com,Barcelona,2024-03-22,t,2024-03-22,Aragonés Inc,spanish,Barcelona,small_local,4.50,0.15,apple_pay,paid,EUR,25.37,0.00,25.37,CUR-0012,2.60,36,2025-05-24 12:53:00,2025-05-24 13:29:00,delivered,36,3.81,21.56,t,f,f,f,f,f,f,f,f
ORD-002894,USR-0087,RES-0057,PAY-002894,DEL-002894,2025-09-19 23:21:00,2025-09-19,2025,9,cancelled,damaged_food,Buenaventura Cardona Pizarro,loida.mata@example.com,Madrid,2024-06-17,f,,Estrada-Coll,japanese,Madrid,medium,4.30,0.20,apple_pay,refunded,EUR,58.99,3.99,62.98,CUR-0009,0.90,30,,,cancelled,,11.80,47.19,f,t,t,f,f,f,f,f,f
ORD-002895,USR-0434,RES-0062,PAY-002895,DEL-002895,2025-04-03 10:42:00,2025-04-03,2025,4,delivered,,Edgardo Fabio Blanca Alemany,esther.reyes@example.com,Barcelona,2024-05-14,t,2024-05-14,"Gárate, Bosch and Gabaldón",japanese,Barcelona,medium,4.40,0.20,paypal,paid,EUR,15.27,0.00,15.27,CUR-0160,9.00,60,2025-04-03 10:50:00,2025-04-03 11:54:00,delivered,64,3.05,12.22,t,f,f,t,f,f,f,f,f
ORD-002896,USR-1218,RES-0006,PAY-002896,DEL-002896,2025-08-08 09:16:00,2025-08-08,2025,8,delivered,,Conrado Cantero Marco,elodia.linares@example.com,Valencia,2024-12-18,f,,"Olivera, Romero and Guzmán",japanese,Valencia,small_local,4.90,0.15,apple_pay,paid,EUR,47.50,3.99,51.49,CUR-0167,6.60,59,2025-08-08 09:33:00,2025-08-08 10:33:00,delivered,60,7.13,40.38,t,f,f,t,f,f,f,f,f
ORD-002897,USR-0735,RES-0074,PAY-002897,DEL-002897,2025-05-17 12:50:00,2025-05-17,2025,5,delivered,,Goyo Buenaventura Rozas Alcántara,camila.velasco@example.com,Valencia,2024-09-05,t,2024-09-05,"Nicolau, Moliner and Escalona",mediterranean,Valencia,small_local,4.90,0.15,google_pay,paid,EUR,34.59,0.00,34.59,CUR-0144,3.60,38,2025-05-17 13:10:00,2025-05-17 13:46:00,delivered,36,5.19,29.40,t,f,f,f,f,f,f,f,f
ORD-002898,USR-0022,RES-0055,PAY-002898,DEL-002898,2025-03-17 17:42:00,2025-03-17,2025,3,cancelled,damaged_food,Dorotea Boada Carranza,nilo.arrieta@example.com,Madrid,2025-01-08,t,2025-01-08,"Esteban, Sevilla and Borrás",japanese,Madrid,small_local,4.10,0.15,paypal,refunded,EUR,64.82,0.00,64.82,CUR-0078,2.50,37,,,cancelled,,9.72,55.10,f,t,t,f,f,f,f,f,f
ORD-002899,USR-0308,RES-0054,PAY-002899,DEL-002899,2025-11-06 20:48:00,2025-11-06,2025,11,delivered,,Aránzazu Cardona,montserrat.palomar@example.com,Madrid,2025-03-22,f,,"Arnal, Ojeda and Escudero",valencian,Madrid,small_local,4.90,0.15,card,paid,EUR,45.42,3.99,49.41,CUR-0017,3.80,40,2025-11-06 21:07:00,2025-11-06 22:08:00,delivered,61,6.81,38.61,t,f,f,t,f,f,f,f,f
ORD-002900,USR-0399,RES-0001,PAY-002900,DEL-002900,2025-12-10 15:23:00,2025-12-10,2025,12,delivered,,Rita Moll Suárez,rogelio.valderrama@example.com,Madrid,2025-07-24,f,,"Porta, Talavera and Alegria",spanish,Madrid,medium,4.90,0.20,card,paid,EUR,58.46,3.99,62.45,CUR-0163,7.50,72,2025-12-10 15:33:00,2025-12-10 17:15:00,delivered,102,11.69,46.77,t,f,f,t,f,f,f,f,f
ORD-002901,USR-0884,RES-0029,PAY-002901,DEL-002901,2025-11-01 14:58:00,2025-11-01,2025,11,delivered,,Samuel Nieto Román,julie.royo@example.com,Madrid,2024-06-21,f,,Alcázar-Prats,mexican,Madrid,premium,4.60,0.25,paypal,paid,EUR,60.12,3.99,64.11,CUR-0011,8.30,68,2025-11-01 15:16:00,2025-11-01 16:31:00,delivered,75,15.03,45.09,t,f,f,t,f,f,f,f,f
ORD-002902,USR-0616,RES-0016,PAY-002902,DEL-002902,2025-08-11 20:34:00,2025-08-11,2025,8,delivered,,Rosenda Vallés Torrents,aureliano.plana@example.com,Valencia,2024-11-13,f,,Calvo Ltd,japanese,Valencia,small_local,4.20,0.15,card,paid,EUR,53.39,3.99,57.38,CUR-0180,7.10,60,2025-08-11 20:53:00,2025-08-11 21:52:00,delivered,59,8.01,45.38,t,f,f,f,f,f,f,f,f
ORD-002903,USR-0198,RES-0003,PAY-002903,DEL-002903,2025-12-31 15:14:00,2025-12-31,2025,12,delivered,,Melchor Salom,benito.montalbán@example.com,Valencia,2025-12-13,t,2025-12-13,Sobrino Group,japanese,Valencia,small_local,4.40,0.15,paypal,paid,EUR,31.91,0.00,31.91,CUR-0176,9.30,75,2025-12-31 15:27:00,2025-12-31 16:52:00,delivered,85,4.79,27.12,t,f,f,t,f,f,f,f,f
ORD-002904,USR-1424,RES-0049,PAY-002904,DEL-002904,2024-05-18 16:48:00,2024-05-18,2024,5,delivered,,Isaura de Gimeno,felipe.galvez@example.com,Valencia,2024-02-19,f,,"Mir, Arroyo and Durán",asian fusion,Valencia,small_local,4.40,0.15,google_pay,paid,EUR,29.94,3.99,33.93,CUR-0054,5.70,49,2024-05-18 17:05:00,2024-05-18 17:56:00,delivered,51,4.49,25.45,t,f,f,t,f,f,f,f,f
